Монета,место где купить,место куда продать,прибыль,время
SOL,Kraken,Coinbase,1.27,10:04:28.500
XRP,Bybit,Binance,0.02,10:04:28.500
BTC,Binance,Kraken,0.34,10:04:29.000
ETH,Coinbase,Binance,-0.0,10:04:29.000
SOL,Kraken,Coinbase,1.16,10:04:29.000
XRP,Bybit,Binance,0.03,10:04:29.000
BTC,Binance,Kraken,0.48,10:04:29.500
ETH,Coinbase,Binance,0.3,10:04:29.500
SOL,Kraken,Coinbase,1.07,10:04:29.500
XRP,Bybit,Binance,0.07,10:04:29.500
BTC,Binance,Kraken,0.21,10:04:30.000
ETH,Coinbase,Binance,-0.21,10:04:30.000
SOL,Kraken,Coinbase,1.19,10:04:30.000
XRP,Bybit,Binance,0.06,10:04:30.000
BTC,Binance,Kraken,0.41,10:04:30.500
ETH,Coinbase,Binance,-0.12,10:04:30.500
SOL,Kraken,Coinbase,0.95,10:04:30.500
XRP,Bybit,Binance,0.03,10:04:30.500
BTC,Binance,Kraken,0.42,10:04:31.000
ETH,Coinbase,Binance,0.25,10:04:31.000
SOL,Kraken,Coinbase,1.05,10:04:31.000
XRP,Bybit,Binance,0.06,10:04:31.000
BTC,Binance,Kraken,0.63,10:04:31.500
ETH,Coinbase,Binance,-0.07,10:04:31.500
SOL,Kraken,Coinbase,1.17,10:04:31.500
XRP,Bybit,Binance,0.07,10:04:31.500
BTC,Binance,Kraken,0.52,10:04:32.000
ETH,Coinbase,Binance,0.35,10:04:32.000
SOL,Kraken,Coinbase,1.08,10:04:32.000
XRP,Bybit,Binance,0.01,10:04:32.000
BTC,Binance,Kraken,-0.2,10:04:32.500
ETH,Coinbase,Binance,0.19,10:04:32.500
SOL,Kraken,Coinbase,1.03,10:04:32.500
XRP,Bybit,Binance,-0.0,10:04:32.500
BTC,Binance,Kraken,0.39,10:04:33.000
ETH,Coinbase,Binance,0.38,10:04:33.000
SOL,Kraken,Coinbase,1.19,10:04:33.000
XRP,Bybit,Binance,0.02,10:04:33.000
BTC,Binance,Kraken,-0.06,10:04:33.500
ETH,Coinbase,Binance,0.34,10:04:33.500
SOL,Kraken,Coinbase,1.22,10:04:33.500
XRP,Bybit,Binance,0.05,10:04:33.500
BTC,Binance,Kraken,0.44,10:04:34.000
ETH,Coinbase,Binance,0.3,10:04:34.000
SOL,Kraken,Coinbase,0.93,10:04:34.000
XRP,Bybit,Binance,0.05,10:04:34.000
BTC,Binance,Kraken,0.5,10:04:34.500
ETH,Coinbase,Binance,-0.24,10:04:34.500
SOL,Kraken,Coinbase,1.24,10:04:34.500
XRP,Bybit,Binance,-0.0,10:04:34.500
BTC,Binance,Kraken,0.3,10:04:35.000
ETH,Coinbase,Binance,-0.11,10:04:35.000
SOL,Kraken,Coinbase,1.06,10:04:35.000
XRP,Bybit,Binance,0.04,10:04:35.000
BTC,Binance,Kraken,0.29,10:04:35.500
ETH,Coinbase,Binance,0.05,10:04:35.500
SOL,Kraken,Coinbase,1.13,10:04:35.500
XRP,Bybit,Binance,0.01,10:04:35.500
BTC,Binance,Kraken,0.34,10:04:36.000
ETH,Coinbase,Binance,-0.0,10:04:36.000
SOL,Kraken,Coinbase,0.8,10:04:36.000
XRP,Bybit,Binance,0.05,10:04:36.000
BTC,Binance,Kraken,0.52,10:04:36.500
ETH,Coinbase,Binance,-0.15,10:04:36.500
SOL,Kraken,Coinbase,1.25,10:04:36.500
XRP,Bybit,Binance,-0.01,10:04:36.500
BTC,Binance,Kraken,-0.09,10:04:37.000
ETH,Coinbase,Binance,0.31,10:04:37.000
SOL,Kraken,Coinbase,0.86,10:04:37.000
XRP,Bybit,Binance,0.06,10:04:37.000
BTC,Binance,Kraken,0.69,10:04:37.500
ETH,Coinbase,Binance,0.3,10:04:37.500
SOL,Kraken,Coinbase,0.98,10:04:37.500
XRP,Bybit,Binance,0.04,10:04:37.500
BTC,Binance,Kraken,-0.19,10:04:38.000
ETH,Coinbase,Binance,-0.04,10:04:38.000
SOL,Kraken,Coinbase,1.17,10:04:38.000
XRP,Bybit,Binance,0.06,10:04:38.000
BTC,Binance,Kraken,0.25,10:04:38.500
ETH,Coinbase,Binance,-0.14,10:04:38.500
SOL,Kraken,Coinbase,1.05,10:04:38.500
XRP,Bybit,Binance,0.02,10:04:38.500
BTC,Binance,Kraken,-0.18,10:04:39.000
ETH,Coinbase,Binance,-0.22,10:04:39.000
SOL,Kraken,Coinbase,0.91,10:04:39.000
XRP,Bybit,Binance,0.03,10:04:39.000
BTC,Binance,Kraken,0.08,10:04:39.500
ETH,Coinbase,Binance,0.35,10:04:39.500
SOL,Kraken,Coinbase,1.2,10:04:39.500
XRP,Bybit,Binance,0.05,10:04:39.500
BTC,Binance,Kraken,-0.0,10:04:40.000
ETH,Coinbase,Binance,0.14,10:04:40.000
SOL,Kraken,Coinbase,1.0,10:04:40.000
XRP,Bybit,Binance,0.03,10:04:40.000
BTC,Binance,Kraken,0.34,10:04:40.500
ETH,Coinbase,Binance,0.37,10:04:40.500
SOL,Kraken,Coinbase,1.17,10:04:40.500
XRP,Bybit,Binance,0.07,10:04:40.500
BTC,Binance,Kraken,0.15,10:04:41.000
ETH,Coinbase,Binance,0.01,10:04:41.000
SOL,Kraken,Coinbase,1.13,10:04:41.000
XRP,Bybit,Binance,0.05,10:04:41.000
BTC,Binance,Kraken,0.1,10:04:41.500
ETH,Coinbase,Binance,0.18,10:04:41.500
SOL,Kraken,Coinbase,1.09,10:04:41.500
XRP,Bybit,Binance,0.05,10:04:41.500
BTC,Binance,Kraken,0.05,10:04:42.000
ETH,Coinbase,Binance,-0.26,10:04:42.000
SOL,Kraken,Coinbase,0.98,10:04:42.000
XRP,Bybit,Binance,0.01,10:04:42.000
BTC,Binance,Kraken,0.3,10:04:42.500
ETH,Coinbase,Binance,-0.16,10:04:42.500
SOL,Kraken,Coinbase,0.84,10:04:42.500
XRP,Bybit,Binance,0.0,10:04:42.500
BTC,Binance,Kraken,0.68,10:04:43.000
ETH,Coinbase,Binance,0.22,10:04:43.000
SOL,Kraken,Coinbase,1.04,10:04:43.000
XRP,Bybit,Binance,-0.01,10:04:43.000
BTC,Binance,Kraken,0.08,10:04:43.500
ETH,Coinbase,Binance,0.21,10:04:43.500
SOL,Kraken,Coinbase,1.27,10:04:43.500
XRP,Bybit,Binance,0.02,10:04:43.500
BTC,Binance,Kraken,0.68,10:04:44.000
ETH,Coinbase,Binance,0.07,10:04:44.000
SOL,Kraken,Coinbase,1.08,10:04:44.000
XRP,Bybit,Binance,0.06,10:04:44.000
BTC,Binance,Kraken,0.01,10:04:44.500
ETH,Coinbase,Binance,-0.22,10:04:44.500
SOL,Kraken,Coinbase,1.03,10:04:44.500
XRP,Bybit,Binance,-0.02,10:04:44.500
BTC,Binance,Kraken,0.56,10:04:45.000
ETH,Coinbase,Binance,0.09,10:04:45.000
SOL,Kraken,Coinbase,0.96,10:04:45.000
XRP,Bybit,Binance,0.0,10:04:45.000
BTC,Binance,Kraken,0.11,10:04:45.500
ETH,Coinbase,Binance,-0.06,10:04:45.500
SOL,Kraken,Coinbase,1.14,10:04:45.500
XRP,Bybit,Binance,0.03,10:04:45.500
BTC,Binance,Kraken,-0.15,10:04:46.000
ETH,Coinbase,Binance,0.33,10:04:46.000
SOL,Kraken,Coinbase,1.1,10:04:46.000
XRP,Bybit,Binance,0.01,10:04:46.000
BTC,Binance,Kraken,0.08,10:04:46.500
ETH,Coinbase,Binance,0.24,10:04:46.500
SOL,Kraken,Coinbase,1.27,10:04:46.500
XRP,Bybit,Binance,-0.0,10:04:46.500
BTC,Binance,Kraken,-0.16,10:04:47.000
ETH,Coinbase,Binance,-0.12,10:04:47.000
SOL,Kraken,Coinbase,1.12,10:04:47.000
XRP,Bybit,Binance,0.03,10:04:47.000
BTC,Binance,Kraken,-0.06,10:04:47.500
ETH,Coinbase,Binance,0.2,10:04:47.500
SOL,Kraken,Coinbase,1.01,10:04:47.500
XRP,Bybit,Binance,0.03,10:04:47.500
BTC,Binance,Kraken,0.35,10:04:48.000
ETH,Coinbase,Binance,-0.17,10:04:48.000
SOL,Kraken,Coinbase,1.01,10:04:48.000
XRP,Bybit,Binance,0.03,10:04:48.000
BTC,Binance,Kraken,0.5,10:04:48.500
ETH,Coinbase,Binance,-0.14,10:04:48.500
SOL,Kraken,Coinbase,1.01,10:04:48.500
XRP,Bybit,Binance,0.06,10:04:48.500
BTC,Binance,Kraken,-0.18,10:04:49.000
ETH,Coinbase,Binance,-0.2,10:04:49.000
SOL,Kraken,Coinbase,1.09,10:04:49.000
XRP,Bybit,Binance,-0.01,10:04:49.000
BTC,Binance,Kraken,-0.07,10:04:49.500
ETH,Coinbase,Binance,0.2,10:04:49.500
SOL,Kraken,Coinbase,0.95,10:04:49.500
XRP,Bybit,Binance,0.03,10:04:49.500
BTC,Binance,Kraken,-0.0,10:04:50.000
ETH,Coinbase,Binance,0.2,10:04:50.000
SOL,Kraken,Coinbase,1.05,10:04:50.000
XRP,Bybit,Binance,0.06,10:04:50.000
BTC,Binance,Kraken,0.02,10:04:50.500
ETH,Coinbase,Binance,-0.04,10:04:50.500
SOL,Kraken,Coinbase,1.04,10:04:50.500
XRP,Bybit,Binance,0.01,10:04:50.500
BTC,Binance,Kraken,0.08,10:04:51.000
ETH,Coinbase,Binance,-0.21,10:04:51.000
SOL,Kraken,Coinbase,1.14,10:04:51.000
XRP,Bybit,Binance,0.04,10:04:51.000
BTC,Binance,Kraken,0.06,10:04:51.500
ETH,Coinbase,Binance,-0.12,10:04:51.500
SOL,Kraken,Coinbase,1.3,10:04:51.500
XRP,Bybit,Binance,0.05,10:04:51.500
BTC,Binance,Kraken,-0.08,10:04:52.000
ETH,Coinbase,Binance,-0.28,10:04:52.000
SOL,Kraken,Coinbase,1.21,10:04:52.000
XRP,Bybit,Binance,0.0,10:04:52.000
BTC,Binance,Kraken,0.25,10:04:52.500
ETH,Coinbase,Binance,-0.18,10:04:52.500
SOL,Kraken,Coinbase,1.14,10:04:52.500
XRP,Bybit,Binance,0.04,10:04:52.500
BTC,Binance,Kraken,-0.19,10:04:53.000
ETH,Coinbase,Binance,0.12,10:04:53.000
SOL,Kraken,Coinbase,0.89,10:04:53.000
XRP,Bybit,Binance,0.02,10:04:53.000
BTC,Binance,Kraken,-0.09,10:04:53.500
ETH,Coinbase,Binance,-0.14,10:04:53.500
SOL,Kraken,Coinbase,1.07,10:04:53.500
XRP,Bybit,Binance,-0.01,10:04:53.500
BTC,Binance,Kraken,0.07,10:04:54.000
ETH,Coinbase,Binance,-0.09,10:04:54.000
SOL,Kraken,Coinbase,0.81,10:04:54.000
XRP,Bybit,Binance,0.06,10:04:54.000
BTC,Binance,Kraken,0.43,10:04:54.500
ETH,Coinbase,Binance,0.05,10:04:54.500
SOL,Kraken,Coinbase,1.29,10:04:54.500
XRP,Bybit,Binance,0.03,10:04:54.500
BTC,Binance,Kraken,-0.1,10:04:55.000
ETH,Coinbase,Binance,0.26,10:04:55.000
SOL,Kraken,Coinbase,1.08,10:04:55.000
XRP,Bybit,Binance,0.06,10:04:55.000
BTC,Binance,Kraken,0.02,10:04:55.500
ETH,Coinbase,Binance,0.29,10:04:55.500
SOL,Kraken,Coinbase,0.81,10:04:55.500
XRP,Bybit,Binance,-0.0,10:04:55.500
BTC,Binance,Kraken,0.41,10:04:56.000
ETH,Coinbase,Binance,-0.06,10:04:56.000
SOL,Kraken,Coinbase,1.3,10:04:56.000
XRP,Bybit,Binance,-0.01,10:04:56.000
BTC,Binance,Kraken,0.06,10:04:56.500
ETH,Coinbase,Binance,-0.29,10:04:56.500
SOL,Kraken,Coinbase,0.83,10:04:56.500
XRP,Bybit,Binance,-0.01,10:04:56.500
BTC,Binance,Kraken,0.5,10:04:57.000
ETH,Coinbase,Binance,-0.18,10:04:57.000
SOL,Kraken,Coinbase,0.84,10:04:57.000
XRP,Bybit,Binance,0.04,10:04:57.000
BTC,Binance,Kraken,0.01,10:04:57.500
ETH,Coinbase,Binance,-0.1,10:04:57.500
SOL,Kraken,Coinbase,1.26,10:04:57.500
XRP,Bybit,Binance,-0.02,10:04:57.500
BTC,Binance,Kraken,0.17,10:04:58.000
ETH,Coinbase,Binance,0.21,10:04:58.000
SOL,Kraken,Coinbase,1.01,10:04:58.000
XRP,Bybit,Binance,-0.01,10:04:58.000
BTC,Binance,Kraken,0.25,10:04:58.500
ETH,Coinbase,Binance,0.34,10:04:58.500
SOL,Kraken,Coinbase,1.3,10:04:58.500
XRP,Bybit,Binance,0.01,10:04:58.500
BTC,Binance,Kraken,-0.03,10:04:59.000
ETH,Coinbase,Binance,-0.0,10:04:59.000
SOL,Kraken,Coinbase,1.08,10:04:59.000
XRP,Bybit,Binance,0.01,10:04:59.000
BTC,Binance,Kraken,0.03,10:04:59.500
ETH,Coinbase,Binance,0.13,10:04:59.500
SOL,Kraken,Coinbase,0.88,10:04:59.500
XRP,Bybit,Binance,0.04,10:04:59.500
BTC,Binance,Kraken,0.13,10:05:00.000
ETH,Coinbase,Binance,-0.19,10:05:00.000
SOL,Kraken,Coinbase,1.09,10:05:00.000
XRP,Bybit,Binance,0.02,10:05:00.000
BTC,Binance,Kraken,0.11,10:05:00.500
ETH,Coinbase,Binance,0.09,10:05:00.500
SOL,Kraken,Coinbase,0.82,10:05:00.500
XRP,Bybit,Binance,-0.0,10:05:00.500
BTC,Binance,Kraken,0.43,10:05:01.000
ETH,Coinbase,Binance,0.05,10:05:01.000
SOL,Kraken,Coinbase,0.89,10:05:01.000
XRP,Bybit,Binance,0.04,10:05:01.000
BTC,Binance,Kraken,0.16,10:05:01.500
ETH,Coinbase,Binance,0.12,10:05:01.500
SOL,Kraken,Coinbase,1.11,10:05:01.500
XRP,Bybit,Binance,0.01,10:05:01.500
BTC,Binance,Kraken,0.2,10:05:02.000
ETH,Coinbase,Binance,0.04,10:05:02.000
SOL,Kraken,Coinbase,0.85,10:05:02.000
XRP,Bybit,Binance,0.01,10:05:02.000
BTC,Binance,Kraken,0.42,10:05:02.500
ETH,Coinbase,Binance,0.05,10:05:02.500
SOL,Kraken,Coinbase,0.91,10:05:02.500
XRP,Bybit,Binance,0.03,10:05:02.500
BTC,Binance,Kraken,0.3,10:05:03.000
ETH,Coinbase,Binance,0.36,10:05:03.000
SOL,Kraken,Coinbase,1.0,10:05:03.000
XRP,Bybit,Binance,0.04,10:05:03.000
BTC,Binance,Kraken,0.42,10:05:03.500
ETH,Coinbase,Binance,-0.0,10:05:03.500
SOL,Kraken,Coinbase,1.01,10:05:03.500
XRP,Bybit,Binance,0.04,10:05:03.500
BTC,Binance,Kraken,0.28,10:05:04.000
ETH,Coinbase,Binance,0.1,10:05:04.000
SOL,Kraken,Coinbase,1.02,10:05:04.000
XRP,Bybit,Binance,0.01,10:05:04.000
BTC,Binance,Kraken,0.44,10:05:04.500
ETH,Coinbase,Binance,0.17,10:05:04.500
SOL,Kraken,Coinbase,1.23,10:05:04.500
XRP,Bybit,Binance,0.06,10:05:04.500
BTC,Binance,Kraken,0.32,10:05:05.000
ETH,Coinbase,Binance,-0.25,10:05:05.000
SOL,Kraken,Coinbase,0.8,10:05:05.000
XRP,Bybit,Binance,-0.01,10:05:05.000
BTC,Binance,Kraken,0.05,10:05:05.500
ETH,Coinbase,Binance,-0.26,10:05:05.500
SOL,Kraken,Coinbase,0.99,10:05:05.500
XRP,Bybit,Binance,0.03,10:05:05.500
BTC,Binance,Kraken,0.7,10:05:06.000
ETH,Coinbase,Binance,0.2,10:05:06.000
SOL,Kraken,Coinbase,0.83,10:05:06.000
XRP,Bybit,Binance,0.06,10:05:06.000
BTC,Binance,Kraken,0.46,10:05:06.500
ETH,Coinbase,Binance,0.13,10:05:06.500
SOL,Kraken,Coinbase,0.97,10:05:06.500
XRP,Bybit,Binance,0.03,10:05:06.500
BTC,Binance,Kraken,0.27,10:05:07.000
ETH,Coinbase,Binance,0.3,10:05:07.000
SOL,Kraken,Coinbase,1.15,10:05:07.000
XRP,Bybit,Binance,0.0,10:05:07.000
BTC,Binance,Kraken,-0.02,10:05:07.500
ETH,Coinbase,Binance,0.39,10:05:07.500
SOL,Kraken,Coinbase,1.29,10:05:07.500
XRP,Bybit,Binance,-0.02,10:05:07.500
BTC,Binance,Kraken,0.19,10:05:08.000
ETH,Coinbase,Binance,0.09,10:05:08.000
SOL,Kraken,Coinbase,1.12,10:05:08.000
XRP,Bybit,Binance,0.02,10:05:08.000
BTC,Binance,Kraken,-0.12,10:05:08.500
ETH,Coinbase,Binance,0.38,10:05:08.500
SOL,Kraken,Coinbase,1.28,10:05:08.500
XRP,Bybit,Binance,0.02,10:05:08.500
BTC,Binance,Kraken,0.13,10:05:09.000
ETH,Coinbase,Binance,-0.29,10:05:09.000
SOL,Kraken,Coinbase,1.19,10:05:09.000
XRP,Bybit,Binance,0.03,10:05:09.000
BTC,Binance,Kraken,0.12,10:05:09.500
ETH,Coinbase,Binance,0.08,10:05:09.500
SOL,Kraken,Coinbase,1.15,10:05:09.500
XRP,Bybit,Binance,-0.01,10:05:09.500
BTC,Binance,Kraken,0.63,10:05:10.000
ETH,Coinbase,Binance,0.04,10:05:10.000
SOL,Kraken,Coinbase,0.98,10:05:10.000
XRP,Bybit,Binance,0.01,10:05:10.000
BTC,Binance,Kraken,0.2,10:05:10.500
ETH,Coinbase,Binance,0.11,10:05:10.500
SOL,Kraken,Coinbase,0.97,10:05:10.500
XRP,Bybit,Binance,0.02,10:05:10.500
BTC,Binance,Kraken,0.24,10:05:11.000
ETH,Coinbase,Binance,0.03,10:05:11.000
SOL,Kraken,Coinbase,1.14,10:05:11.000
XRP,Bybit,Binance,0.05,10:05:11.000
BTC,Binance,Kraken,0.66,10:05:11.500
ETH,Coinbase,Binance,0.27,10:05:11.500
SOL,Kraken,Coinbase,1.22,10:05:11.500
XRP,Bybit,Binance,0.06,10:05:11.500
BTC,Binance,Kraken,-0.01,10:05:12.000
ETH,Coinbase,Binance,0.08,10:05:12.000
SOL,Kraken,Coinbase,1.29,10:05:12.000
XRP,Bybit,Binance,-0.0,10:05:12.000
BTC,Binance,Kraken,0.65,10:05:12.500
ETH,Coinbase,Binance,0.03,10:05:12.500
SOL,Kraken,Coinbase,0.87,10:05:12.500
XRP,Bybit,Binance,0.05,10:05:12.500
BTC,Binance,Kraken,-0.07,10:05:13.000
ETH,Coinbase,Binance,0.38,10:05:13.000
SOL,Kraken,Coinbase,1.25,10:05:13.000
XRP,Bybit,Binance,0.0,10:05:13.000
BTC,Binance,Kraken,0.34,10:05:13.500
ETH,Coinbase,Binance,-0.1,10:05:13.500
SOL,Kraken,Coinbase,0.92,10:05:13.500
XRP,Bybit,Binance,-0.0,10:05:13.500
BTC,Binance,Kraken,0.21,10:05:14.000
ETH,Coinbase,Binance,-0.05,10:05:14.000
SOL,Kraken,Coinbase,1.24,10:05:14.000
XRP,Bybit,Binance,0.06,10:05:14.000
BTC,Binance,Kraken,0.57,10:05:14.500
ETH,Coinbase,Binance,0.27,10:05:14.500
SOL,Kraken,Coinbase,1.01,10:05:14.500
XRP,Bybit,Binance,0.01,10:05:14.500
BTC,Binance,Kraken,-0.16,10:05:15.000
ETH,Coinbase,Binance,0.26,10:05:15.000
SOL,Kraken,Coinbase,1.02,10:05:15.000
XRP,Bybit,Binance,-0.01,10:05:15.000
BTC,Binance,Kraken,0.26,10:05:15.500
ETH,Coinbase,Binance,0.01,10:05:15.500
SOL,Kraken,Coinbase,1.11,10:05:15.500
XRP,Bybit,Binance,0.05,10:05:15.500
BTC,Binance,Kraken,0.37,10:05:16.000
ETH,Coinbase,Binance,0.25,10:05:16.000
SOL,Kraken,Coinbase,0.86,10:05:16.000
XRP,Bybit,Binance,0.02,10:05:16.000
BTC,Binance,Kraken,0.03,10:05:16.500
ETH,Coinbase,Binance,-0.25,10:05:16.500
SOL,Kraken,Coinbase,0.89,10:05:16.500
XRP,Bybit,Binance,0.03,10:05:16.500
BTC,Binance,Kraken,0.18,10:05:17.000
ETH,Coinbase,Binance,-0.01,10:05:17.000
SOL,Kraken,Coinbase,1.08,10:05:17.000
XRP,Bybit,Binance,-0.01,10:05:17.000
BTC,Binance,Kraken,-0.15,10:05:17.500
ETH,Coinbase,Binance,0.3,10:05:17.500
SOL,Kraken,Coinbase,1.22,10:05:17.500
XRP,Bybit,Binance,0.03,10:05:17.500
BTC,Binance,Kraken,0.53,10:05:18.000
ETH,Coinbase,Binance,0.17,10:05:18.000
SOL,Kraken,Coinbase,1.11,10:05:18.000
XRP,Bybit,Binance,0.05,10:05:18.000
BTC,Binance,Kraken,0.2,10:05:18.500
ETH,Coinbase,Binance,0.18,10:05:18.500
SOL,Kraken,Coinbase,0.84,10:05:18.500
XRP,Bybit,Binance,-0.01,10:05:18.500
BTC,Binance,Kraken,-0.11,10:05:19.000
ETH,Coinbase,Binance,-0.11,10:05:19.000
SOL,Kraken,Coinbase,1.26,10:05:19.000
XRP,Bybit,Binance,0.03,10:05:19.000
BTC,Binance,Kraken,0.1,10:05:19.500
ETH,Coinbase,Binance,0.17,10:05:19.500
SOL,Kraken,Coinbase,0.83,10:05:19.500
XRP,Bybit,Binance,-0.01,10:05:19.500
BTC,Binance,Kraken,-0.02,10:05:20.000
ETH,Coinbase,Binance,-0.1,10:05:20.000
SOL,Kraken,Coinbase,0.85,10:05:20.000
XRP,Bybit,Binance,0.01,10:05:20.000
BTC,Binance,Kraken,0.42,10:05:20.500
ETH,Coinbase,Binance,-0.07,10:05:20.500
SOL,Kraken,Coinbase,1.05,10:05:20.500
XRP,Bybit,Binance,-0.01,10:05:20.500
BTC,Binance,Kraken,0.47,10:05:21.000
ETH,Coinbase,Binance,0.21,10:05:21.000
SOL,Kraken,Coinbase,1.19,10:05:21.000
XRP,Bybit,Binance,0.01,10:05:21.000
BTC,Binance,Kraken,0.49,10:05:21.500
ETH,Coinbase,Binance,-0.01,10:05:21.500
SOL,Kraken,Coinbase,1.17,10:05:21.500
XRP,Bybit,Binance,0.06,10:05:21.500
BTC,Binance,Kraken,0.3,10:05:22.000
ETH,Coinbase,Binance,-0.21,10:05:22.000
SOL,Kraken,Coinbase,1.24,10:05:22.000
XRP,Bybit,Binance,0.05,10:05:22.000
BTC,Binance,Kraken,0.17,10:05:22.500
ETH,Coinbase,Binance,0.13,10:05:22.500
SOL,Kraken,Coinbase,0.83,10:05:22.500
XRP,Bybit,Binance,0.07,10:05:22.500
BTC,Binance,Kraken,0.28,10:05:23.000
ETH,Coinbase,Binance,0.1,10:05:23.000
SOL,Kraken,Coinbase,1.26,10:05:23.000
XRP,Bybit,Binance,0.01,10:05:23.000
BTC,Binance,Kraken,-0.03,10:05:23.500
ETH,Coinbase,Binance,0.15,10:05:23.500
SOL,Kraken,Coinbase,1.19,10:05:23.500
XRP,Bybit,Binance,-0.01,10:05:23.500
BTC,Binance,Kraken,0.36,10:05:24.000
ETH,Coinbase,Binance,-0.17,10:05:24.000
SOL,Kraken,Coinbase,1.09,10:05:24.000
XRP,Bybit,Binance,-0.01,10:05:24.000
BTC,Binance,Kraken,0.45,10:05:24.500
ETH,Coinbase,Binance,-0.14,10:05:24.500
SOL,Kraken,Coinbase,0.92,10:05:24.500
XRP,Bybit,Binance,0.04,10:05:24.500
BTC,Binance,Kraken,0.21,10:05:25.000
ETH,Coinbase,Binance,0.23,10:05:25.000
SOL,Kraken,Coinbase,0.81,10:05:25.000
XRP,Bybit,Binance,0.03,10:05:25.000
BTC,Binance,Kraken,0.33,10:05:25.500
ETH,Coinbase,Binance,0.27,10:05:25.500
SOL,Kraken,Coinbase,1.28,10:05:25.500
XRP,Bybit,Binance,-0.01,10:05:25.500
BTC,Binance,Kraken,0.31,10:05:26.000
ETH,Coinbase,Binance,0.15,10:05:26.000
SOL,Kraken,Coinbase,0.95,10:05:26.000
XRP,Bybit,Binance,-0.01,10:05:26.000
BTC,Binance,Kraken,0.6,10:05:26.500
ETH,Coinbase,Binance,0.26,10:05:26.500
SOL,Kraken,Coinbase,1.08,10:05:26.500
XRP,Bybit,Binance,0.05,10:05:26.500
BTC,Binance,Kraken,0.52,10:05:27.000
ETH,Coinbase,Binance,-0.22,10:05:27.000
SOL,Kraken,Coinbase,1.3,10:05:27.000
XRP,Bybit,Binance,0.0,10:05:27.000
BTC,Binance,Kraken,0.31,10:05:27.500
ETH,Coinbase,Binance,-0.04,10:05:27.500
SOL,Kraken,Coinbase,1.19,10:05:27.500
XRP,Bybit,Binance,0.06,10:05:27.500
BTC,Binance,Kraken,0.47,10:05:28.000
ETH,Coinbase,Binance,0.07,10:05:28.000
SOL,Kraken,Coinbase,0.91,10:05:28.000
XRP,Bybit,Binance,0.06,10:05:28.000
BTC,Binance,Kraken,0.46,10:05:28.500
ETH,Coinbase,Binance,-0.23,10:05:28.500
SOL,Kraken,Coinbase,1.28,10:05:28.500
XRP,Bybit,Binance,-0.0,10:05:28.500
BTC,Binance,Kraken,0.36,10:05:29.000
ETH,Coinbase,Binance,0.11,10:05:29.000
SOL,Kraken,Coinbase,1.12,10:05:29.000
XRP,Bybit,Binance,0.04,10:05:29.000
BTC,Binance,Kraken,0.29,10:05:29.500
ETH,Coinbase,Binance,0.16,10:05:29.500
SOL,Kraken,Coinbase,0.82,10:05:29.500
XRP,Bybit,Binance,0.07,10:05:29.500
BTC,Binance,Kraken,0.07,10:05:30.000
ETH,Coinbase,Binance,0.09,10:05:30.000
SOL,Kraken,Coinbase,1.13,10:05:30.000
XRP,Bybit,Binance,0.02,10:05:30.000
BTC,Binance,Kraken,0.17,10:05:30.500
ETH,Coinbase,Binance,-0.12,10:05:30.500
SOL,Kraken,Coinbase,1.13,10:05:30.500
XRP,Bybit,Binance,0.06,10:05:30.500
BTC,Binance,Kraken,0.35,10:05:31.000
ETH,Coinbase,Binance,0.01,10:05:31.000
SOL,Kraken,Coinbase,1.16,10:05:31.000
XRP,Bybit,Binance,0.03,10:05:31.000
BTC,Binance,Kraken,0.4,10:05:31.500
ETH,Coinbase,Binance,0.25,10:05:31.500
SOL,Kraken,Coinbase,0.88,10:05:31.500
XRP,Bybit,Binance,0.03,10:05:31.500
BTC,Binance,Kraken,0.41,10:05:32.000
ETH,Coinbase,Binance,0.36,10:05:32.000
SOL,Kraken,Coinbase,0.87,10:05:32.000
XRP,Bybit,Binance,-0.01,10:05:32.000
BTC,Binance,Kraken,0.49,10:05:32.500
ETH,Coinbase,Binance,-0.17,10:05:32.500
SOL,Kraken,Coinbase,1.03,10:05:32.500
XRP,Bybit,Binance,0.01,10:05:32.500
BTC,Binance,Kraken,0.46,10:05:33.000
ETH,Coinbase,Binance,0.01,10:05:33.000
SOL,Kraken,Coinbase,1.13,10:05:33.000
XRP,Bybit,Binance,0.03,10:05:33.000
BTC,Binance,Kraken,0.1,10:05:33.500
ETH,Coinbase,Binance,-0.01,10:05:33.500
SOL,Kraken,Coinbase,1.17,10:05:33.500
XRP,Bybit,Binance,0.03,10:05:33.500
BTC,Binance,Kraken,0.08,10:05:34.000
ETH,Coinbase,Binance,0.38,10:05:34.000
SOL,Kraken,Coinbase,1.24,10:05:34.000
XRP,Bybit,Binance,-0.01,10:05:34.000
BTC,Binance,Kraken,0.15,10:05:34.500
ETH,Coinbase,Binance,0.27,10:05:34.500
SOL,Kraken,Coinbase,1.23,10:05:34.500
XRP,Bybit,Binance,0.0,10:05:34.500
BTC,Binance,Kraken,-0.05,10:05:35.000
ETH,Coinbase,Binance,-0.05,10:05:35.000
SOL,Kraken,Coinbase,1.01,10:05:35.000
XRP,Bybit,Binance,0.01,10:05:35.000
BTC,Binance,Kraken,0.04,10:05:35.500
ETH,Coinbase,Binance,0.19,10:05:35.500
SOL,Kraken,Coinbase,1.26,10:05:35.500
XRP,Bybit,Binance,0.02,10:05:35.500
